Dyad,Player,Round,objectAsked,objectReceived
92032-38384,920326173199755,10,ZAB,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,XOL,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,XOL,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,XOL,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,XOL,-
92032-38384,920326173199755,10,ZAB,-
92032-38384,920326173199755,10,XOL,-
92032-38384,920326173199755,10,XOL,-
92032-38384,920326173199755,10,XOL,-
92032-38384,920326173199755,10,DUP,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,DUP,-
92032-38384,920326173199755,10,ZAB,-
92032-38384,920326173199755,10,ZAB,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,11,ZAB,-
92032-38384,383846014384365,11,DUP,-
92032-38384,383846014384365,11,XOL,-
92032-38384,383846014384365,11,ZAB,-
92032-38384,383846014384365,11,ZAB,-
92032-38384,383846014384365,11,XOL,-
92032-38384,920326173199755,11,XOL,-
92032-38384,383846014384365,11,XOL,-
92032-38384,383846014384365,11,DUP,-
92032-38384,383846014384365,11,DUP,-
92032-38384,383846014384365,11,ZAB,-
92032-38384,383846014384365,11,ZAB,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,DUP,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,ZAB,-
92032-38384,920326173199755,11,DUP,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,ZAB,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,ZAB,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,XOL,-
92032-38384,920326173199755,11,XOL,-
92032-38384,383846014384365,12,ZAB,-
92032-38384,383846014384365,12,XOL,-
92032-38384,383846014384365,12,ZAB,-
92032-38384,383846014384365,12,DUP,-
92032-38384,383846014384365,12,XOL,-
92032-38384,383846014384365,12,ZAB,-
92032-38384,383846014384365,12,DUP,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,DUP,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,DUP,-
92032-38384,383846014384365,12,XOL,-
92032-38384,383846014384365,12,ZAB,-
92032-38384,383846014384365,12,ZAB,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,383846014384365,12,XOL,-
92032-38384,383846014384365,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,920326173199755,12,XOL,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,920326173199755,13,DUP,-
92032-38384,383846014384365,13,XOL,-
92032-38384,920326173199755,13,DUP,-
92032-38384,383846014384365,13,XOL,-
92032-38384,920326173199755,13,DUP,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,920326173199755,13,DUP,-
92032-38384,920326173199755,13,XOL,-
92032-38384,383846014384365,13,DUP,-
92032-38384,920326173199755,13,XOL,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,920326173199755,13,XOL,-
92032-38384,920326173199755,13,XOL,-
92032-38384,920326173199755,13,XOL,-
92032-38384,920326173199755,13,XOL,-
92032-38384,920326173199755,13,XOL,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,383846014384365,13,XOL,-
92032-38384,383846014384365,13,DUP,-
92032-38384,920326173199755,13,DUP,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,920326173199755,13,XOL,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,920326173199755,13,XOL,-
92032-38384,920326173199755,13,DUP,-
92032-38384,920326173199755,13,XOL,-
92032-38384,920326173199755,13,XOL,-
92032-38384,383846014384365,13,XOL,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,383846014384365,13,XOL,-
92032-38384,383846014384365,13,ZAB,-
92032-38384,383846014384365,14,XOL,-
92032-38384,383846014384365,14,ZAB,-
92032-38384,383846014384365,14,XOL,-
92032-38384,383846014384365,14,XOL,-
92032-38384,383846014384365,14,DUP,-
92032-38384,383846014384365,14,ZAB,-
92032-38384,920326173199755,14,XOL,-
92032-38384,920326173199755,14,XOL,-
92032-38384,920326173199755,14,XOL,-
92032-38384,920326173199755,14,ZAB,-
92032-38384,383846014384365,14,XOL,-
92032-38384,383846014384365,14,ZAB,-
92032-38384,383846014384365,14,XOL,-
92032-38384,383846014384365,14,XOL,-
92032-38384,920326173199755,14,ZAB,-
92032-38384,383846014384365,14,XOL,-
92032-38384,383846014384365,14,ZAB,-
92032-38384,383846014384365,14,DUP,-
92032-38384,383846014384365,15,ZAB,-
92032-38384,383846014384365,15,DUP,-
92032-38384,383846014384365,15,XOL,-
92032-38384,383846014384365,15,DUP,-
92032-38384,383846014384365,15,ZAB,-
92032-38384,383846014384365,15,XOL,-
92032-38384,383846014384365,15,DUP,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,383846014384365,15,XOL,-
92032-38384,383846014384365,15,ZAB,-
92032-38384,383846014384365,15,XOL,-
92032-38384,383846014384365,15,DUP,-
92032-38384,920326173199755,15,XOL,-
92032-38384,383846014384365,15,ZAB,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
92032-38384,920326173199755,15,XOL,-
