Dyad,Player,Raza,Stage,Round,Contador,Perro,Rotulo,suposicion,Recibido,Kind,Correctitud
12379-51238,512381829158551,hound,2,24,1,Perro1,A,A,Si,A,1.0
12379-51238,123795257479166,terrier,2,25,1,Perro2,D,Nada,No,B,1.0
12379-51238,512381829158551,hound,2,25,1,Perro5,A,A,Si,A,1.0
84379-84946,843798347728775,terrier,2,1,1,Perro2,C,Nada,-,D,0.0
84379-84946,843798347728775,terrier,2,2,1,Perro3,C,Nada,No,D,1.0
84379-84946,849465825727611,hound,2,2,1,Perro5,C,Nada,No,A,1.0
84379-84946,849465825727611,hound,2,3,1,Perro2,C,Nada,Si,C,1.0
84379-84946,843798347728775,terrier,2,3,1,Perro1,C,A,No,D,1.0
84379-84946,849465825727611,hound,2,4,1,Perro4,C,Nada,Si,C,1.0
84379-84946,843798347728775,terrier,2,4,1,Perro5,A,Nada,No se,B,0.0
84379-84946,843798347728775,terrier,2,5,1,Perro4,B,Nada,No,D,1.0
84379-84946,849465825727611,hound,2,5,1,Perro1,A,Nada,No,C,1.0
84379-84946,843798347728775,terrier,2,6,1,Perro2,D,Nada,No,B,1.0
84379-84946,843798347728775,terrier,2,7,1,Perro3,D,Nada,Si,D,1.0
84379-84946,843798347728775,terrier,2,9,1,Perro1,B,Nada,No,B,0.0
84379-84946,843798347728775,terrier,2,11,1,Perro1,D,Nada,No,B,1.0
84379-84946,843798347728775,terrier,2,15,1,Perro3,D,Nada,-,D,0.0
84379-84946,849465825727611,hound,2,19,1,Perro4,C,Nada,No,A,1.0
78126-35572,355721802475635,hound,2,1,1,Perro1,A,Nada,No,C,1.0
78126-35572,781261847597636,terrier,2,1,1,Perro2,D,Nada,Si,D,1.0
78126-35572,355721802475635,hound,2,1,2,Perro1,B,Nada,-,C,0.0
78126-35572,355721802475635,hound,2,2,1,Perro4,C,C,-,C,0.0
78126-35572,355721802475635,hound,2,3,1,Perro2,C,Nada,No,A,1.0
78126-35572,355721802475635,hound,2,3,2,Perro2,C,Nada,-,A,0.0
78126-35572,355721802475635,hound,2,3,3,Perro4,C,C,-,C,0.0
78126-35572,355721802475635,hound,2,3,4,Perro4,C,C,-,C,0.0
78126-35572,781261847597636,terrier,2,3,1,Perro3,D,D,Si,D,1.0
78126-35572,355721802475635,hound,2,3,5,Perro4,C,C,-,C,0.0
78126-35572,355721802475635,hound,2,3,6,Perro4,C,C,-,C,0.0
78126-35572,355721802475635,hound,2,4,1,Perro1,B,Nada,No se,,0.0
78126-35572,781261847597636,terrier,2,4,1,Perro5,A,Nada,No se,,0.0
78126-35572,355721802475635,hound,2,4,2,Perro1,A,Nada,-,,0.0
78126-35572,355721802475635,hound,2,4,3,Perro1,A,Nada,-,,0.0
78126-35572,355721802475635,hound,2,4,4,Perro2,C,C,-,,0.0
78126-35572,355721802475635,hound,2,5,1,Perro5,A,A,-,C,0.0
78126-35572,355721802475635,hound,2,5,2,Perro1,A,A,-,A,0.0
78126-35572,355721802475635,hound,2,5,3,Perro1,C,C,-,A,0.0
78126-35572,355721802475635,hound,2,6,1,Perro1,A,A,-,A,0.0
56364-66850,668507302070680,hound,2,1,1,Perro4,A,Nada,No,C,1.0
56364-66850,668507302070680,hound,2,1,2,Perro5,C,Nada,No,A,1.0
56364-66850,668507302070680,hound,2,1,3,Perro4,A,Nada,No,C,1.0
56364-66850,668507302070680,hound,2,1,4,Perro5,C,Nada,No,A,1.0
56364-66850,563641349706418,terrier,2,1,1,Perro2,B,B,-,D,0.0
56364-66850,668507302070680,hound,2,2,1,Perro2,A,Nada,No,C,1.0
56364-66850,668507302070680,hound,2,2,2,Perro5,C,Nada,No,A,1.0
56364-66850,563641349706418,terrier,2,2,1,Perro1,B,B,Si,B,1.0
56364-66850,668507302070680,hound,2,3,1,Perro1,C,Nada,No,A,1.0
56364-66850,668507302070680,hound,2,3,2,Perro2,C,Nada,Si,C,1.0
56364-66850,668507302070680,hound,2,3,3,Perro4,C,Nada,Si,C,1.0
56364-66850,668507302070680,hound,2,4,1,Perro2,A,Nada,-,A,0.0
56364-66850,668507302070680,hound,2,5,1,Perro5,A,Nada,No,A,0.0
56364-66850,668507302070680,hound,2,8,1,Perro1,A,Nada,No se,C,0.0
56364-66850,668507302070680,hound,2,8,2,Perro2,C,Nada,Si,C,1.0
56364-66850,668507302070680,hound,2,8,3,Perro3,A,Nada,No,C,1.0
56364-66850,668507302070680,hound,2,9,1,Perro5,C,Nada,No,A,1.0
56364-66850,668507302070680,hound,2,9,2,Perro3,A,Nada,No,C,1.0
56364-66850,668507302070680,hound,2,10,1,Perro2,A,Nada,Si,A,1.0
56364-66850,668507302070680,hound,2,10,2,Perro3,C,Nada,No,A,1.0
56364-66850,668507302070680,hound,2,10,3,Perro5,A,Nada,No,C,1.0
56364-66850,563641349706418,terrier,2,10,1,Perro4,B,B,No,B,0.0
56364-66850,668507302070680,hound,2,11,1,Perro3,C,Nada,-,A,0.0
56364-66850,668507302070680,hound,2,13,1,Perro4,C,A,No se,A,0.0
56364-66850,668507302070680,hound,2,15,1,Perro2,A,A,Si,A,1.0
56364-66850,668507302070680,hound,2,19,1,Perro1,C,Nada,Si,C,1.0
56364-66850,668507302070680,hound,2,20,1,Perro4,C,A,No,A,1.0
56364-66850,668507302070680,hound,2,20,2,Perro3,C,A,Si,A,0.0
56364-66850,668507302070680,hound,2,21,1,Perro5,C,Nada,No,A,1.0
56364-66850,668507302070680,hound,2,25,1,Perro2,C,Nada,Si,C,1.0
12379-51238,123795257479166,terrier,2,5,0,,,,,,
12379-51238,123795257479166,terrier,2,9,0,,,,,,
12379-51238,123795257479166,terrier,2,10,0,,,,,,
12379-51238,123795257479166,terrier,2,11,0,,,,,,
12379-51238,123795257479166,terrier,2,12,0,,,,,,
12379-51238,123795257479166,terrier,2,13,0,,,,,,
12379-51238,123795257479166,terrier,2,15,0,,,,,,
12379-51238,123795257479166,terrier,2,16,0,,,,,,
12379-51238,123795257479166,terrier,2,17,0,,,,,,
12379-51238,123795257479166,terrier,2,18,0,,,,,,
12379-51238,123795257479166,terrier,2,19,0,,,,,,
12379-51238,123795257479166,terrier,2,20,0,,,,,,
12379-51238,123795257479166,terrier,2,21,0,,,,,,
12379-51238,123795257479166,terrier,2,22,0,,,,,,
12379-51238,123795257479166,terrier,2,23,0,,,,,,
12379-51238,123795257479166,terrier,2,24,0,,,,,,
13761-83580,137619579400459,terrier,2,3,0,,,,,,
13761-83580,137619579400459,terrier,2,12,0,,,,,,
13761-83580,137619579400459,terrier,2,16,0,,,,,,
13761-83580,137619579400459,terrier,2,18,0,,,,,,
13761-83580,137619579400459,terrier,2,20,0,,,,,,
13761-83580,137619579400459,terrier,2,21,0,,,,,,
13761-83580,137619579400459,terrier,2,23,0,,,,,,
15349-95103,153498218008918,hound,2,7,0,,,,,,
15349-95103,153498218008918,hound,2,17,0,,,,,,
15349-95103,153498218008918,hound,2,18,0,,,,,,
18067-91921,180672638373464,hound,2,4,0,,,,,,
18067-91921,180672638373464,hound,2,5,0,,,,,,
18067-91921,180672638373464,hound,2,8,0,,,,,,
18067-91921,180672638373464,hound,2,14,0,,,,,,
18067-91921,180672638373464,hound,2,18,0,,,,,,
18067-91921,180672638373464,hound,2,19,0,,,,,,
18067-91921,180672638373464,hound,2,20,0,,,,,,
18067-91921,180672638373464,hound,2,21,0,,,,,,
18067-91921,180672638373464,hound,2,22,0,,,,,,
18067-91921,180672638373464,hound,2,23,0,,,,,,
18067-91921,180672638373464,hound,2,24,0,,,,,,
18067-91921,180672638373464,hound,2,25,0,,,,,,
23585-52205,235859731771768,terrier,2,2,0,,,,,,
23585-52205,235859731771768,terrier,2,8,0,,,,,,
23585-52205,235859731771768,terrier,2,12,0,,,,,,
23585-52205,235859731771768,terrier,2,13,0,,,,,,
23585-52205,235859731771768,terrier,2,18,0,,,,,,
23585-52205,235859731771768,terrier,2,19,0,,,,,,
23585-52205,235859731771768,terrier,2,21,0,,,,,,
23585-52205,235859731771768,terrier,2,23,0,,,,,,
28141-21409,281417746344637,hound,2,9,0,,,,,,
28141-21409,281417746344637,hound,2,12,0,,,,,,
28141-21409,281417746344637,hound,2,14,0,,,,,,
28141-21409,281417746344637,hound,2,15,0,,,,,,
28141-21409,281417746344637,hound,2,23,0,,,,,,
32111-69609,32111755046981,hound,2,3,0,,,,,,
32111-69609,32111755046981,hound,2,4,0,,,,,,
32111-69609,32111755046981,hound,2,5,0,,,,,,
32111-69609,32111755046981,hound,2,7,0,,,,,,
32111-69609,32111755046981,hound,2,8,0,,,,,,
32111-69609,32111755046981,hound,2,9,0,,,,,,
32111-69609,32111755046981,hound,2,10,0,,,,,,
32111-69609,32111755046981,hound,2,11,0,,,,,,
32111-69609,32111755046981,hound,2,13,0,,,,,,
32111-69609,32111755046981,hound,2,14,0,,,,,,
32111-69609,32111755046981,hound,2,15,0,,,,,,
32111-69609,32111755046981,hound,2,16,0,,,,,,
32111-69609,32111755046981,hound,2,17,0,,,,,,
32111-69609,32111755046981,hound,2,18,0,,,,,,
32111-69609,32111755046981,hound,2,20,0,,,,,,
32111-69609,32111755046981,hound,2,21,0,,,,,,
32111-69609,32111755046981,hound,2,23,0,,,,,,
32111-69609,32111755046981,hound,2,24,0,,,,,,
32111-69609,32111755046981,hound,2,25,0,,,,,,
78126-35572,355721802475635,hound,2,7,0,,,,,,
78126-35572,355721802475635,hound,2,8,0,,,,,,
78126-35572,355721802475635,hound,2,9,0,,,,,,
78126-35572,355721802475635,hound,2,10,0,,,,,,
78126-35572,355721802475635,hound,2,11,0,,,,,,
78126-35572,355721802475635,hound,2,12,0,,,,,,
78126-35572,355721802475635,hound,2,13,0,,,,,,
78126-35572,355721802475635,hound,2,14,0,,,,,,
78126-35572,355721802475635,hound,2,15,0,,,,,,
78126-35572,355721802475635,hound,2,16,0,,,,,,
78126-35572,355721802475635,hound,2,17,0,,,,,,
78126-35572,355721802475635,hound,2,18,0,,,,,,
78126-35572,355721802475635,hound,2,19,0,,,,,,
78126-35572,355721802475635,hound,2,20,0,,,,,,
78126-35572,355721802475635,hound,2,21,0,,,,,,
78126-35572,355721802475635,hound,2,22,0,,,,,,
78126-35572,355721802475635,hound,2,23,0,,,,,,
78126-35572,355721802475635,hound,2,24,0,,,,,,
78126-35572,355721802475635,hound,2,25,0,,,,,,
91665-36242,362421570668147,terrier,2,1,0,,,,,,
91665-36242,362421570668147,terrier,2,2,0,,,,,,
91665-36242,362421570668147,terrier,2,4,0,,,,,,
91665-36242,362421570668147,terrier,2,5,0,,,,,,
91665-36242,362421570668147,terrier,2,7,0,,,,,,
91665-36242,362421570668147,terrier,2,8,0,,,,,,
91665-36242,362421570668147,terrier,2,9,0,,,,,,
91665-36242,362421570668147,terrier,2,11,0,,,,,,
91665-36242,362421570668147,terrier,2,12,0,,,,,,
91665-36242,362421570668147,terrier,2,13,0,,,,,,
91665-36242,362421570668147,terrier,2,15,0,,,,,,
91665-36242,362421570668147,terrier,2,17,0,,,,,,
91665-36242,362421570668147,terrier,2,19,0,,,,,,
91665-36242,362421570668147,terrier,2,20,0,,,,,,
91665-36242,362421570668147,terrier,2,21,0,,,,,,
91665-36242,362421570668147,terrier,2,22,0,,,,,,
91665-36242,362421570668147,terrier,2,23,0,,,,,,
91665-36242,362421570668147,terrier,2,24,0,,,,,,
91665-36242,362421570668147,terrier,2,25,0,,,,,,
45981-38174,38174543864515,terrier,2,1,0,,,,,,
45981-38174,38174543864515,terrier,2,3,0,,,,,,
45981-38174,38174543864515,terrier,2,19,0,,,,,,
45981-38174,38174543864515,terrier,2,25,0,,,,,,
42404-27703,42404690668940,terrier,2,19,0,,,,,,
42404-27703,42404690668940,terrier,2,25,0,,,,,,
45981-38174,459819203408978,hound,2,1,0,,,,,,
45981-38174,459819203408978,hound,2,4,0,,,,,,
45981-38174,459819203408978,hound,2,7,0,,,,,,
45981-38174,459819203408978,hound,2,10,0,,,,,,
45981-38174,459819203408978,hound,2,19,0,,,,,,
45981-38174,459819203408978,hound,2,25,0,,,,,,
12379-51238,512381829158551,hound,2,10,0,,,,,,
23585-52205,522058605648886,hound,2,2,0,,,,,,
23585-52205,522058605648886,hound,2,10,0,,,,,,
23585-52205,522058605648886,hound,2,16,0,,,,,,
56364-66850,563641349706418,terrier,2,3,0,,,,,,
56364-66850,563641349706418,terrier,2,4,0,,,,,,
56364-66850,563641349706418,terrier,2,5,0,,,,,,
56364-66850,563641349706418,terrier,2,6,0,,,,,,
56364-66850,563641349706418,terrier,2,7,0,,,,,,
56364-66850,563641349706418,terrier,2,8,0,,,,,,
56364-66850,563641349706418,terrier,2,9,0,,,,,,
56364-66850,563641349706418,terrier,2,11,0,,,,,,
56364-66850,563641349706418,terrier,2,12,0,,,,,,
56364-66850,563641349706418,terrier,2,13,0,,,,,,
56364-66850,563641349706418,terrier,2,14,0,,,,,,
56364-66850,563641349706418,terrier,2,15,0,,,,,,
56364-66850,563641349706418,terrier,2,16,0,,,,,,
56364-66850,563641349706418,terrier,2,17,0,,,,,,
56364-66850,563641349706418,terrier,2,18,0,,,,,,
56364-66850,563641349706418,terrier,2,19,0,,,,,,
56364-66850,563641349706418,terrier,2,20,0,,,,,,
56364-66850,563641349706418,terrier,2,21,0,,,,,,
56364-66850,563641349706418,terrier,2,22,0,,,,,,
56364-66850,563641349706418,terrier,2,23,0,,,,,,
56364-66850,563641349706418,terrier,2,24,0,,,,,,
56364-66850,563641349706418,terrier,2,25,0,,,,,,
56385-93983,563859218939246,hound,2,1,0,,,,,,
56385-93983,563859218939246,hound,2,3,0,,,,,,
56385-93983,563859218939246,hound,2,6,0,,,,,,
56385-93983,563859218939246,hound,2,7,0,,,,,,
56385-93983,563859218939246,hound,2,8,0,,,,,,
56385-93983,563859218939246,hound,2,9,0,,,,,,
56385-93983,563859218939246,hound,2,10,0,,,,,,
56385-93983,563859218939246,hound,2,11,0,,,,,,
56385-93983,563859218939246,hound,2,13,0,,,,,,
56385-93983,563859218939246,hound,2,14,0,,,,,,
56385-93983,563859218939246,hound,2,15,0,,,,,,
56385-93983,563859218939246,hound,2,18,0,,,,,,
56385-93983,563859218939246,hound,2,20,0,,,,,,
56385-93983,563859218939246,hound,2,22,0,,,,,,
56385-93983,563859218939246,hound,2,23,0,,,,,,
56385-93983,563859218939246,hound,2,24,0,,,,,,
56385-93983,563859218939246,hound,2,25,0,,,,,,
13364-56585,56585762474570,hound,2,13,0,,,,,,
13364-56585,56585762474570,hound,2,17,0,,,,,,
13364-56585,56585762474570,hound,2,23,0,,,,,,
56364-66850,668507302070680,hound,2,6,0,,,,,,
56364-66850,668507302070680,hound,2,7,0,,,,,,
56364-66850,668507302070680,hound,2,12,0,,,,,,
56364-66850,668507302070680,hound,2,14,0,,,,,,
56364-66850,668507302070680,hound,2,16,0,,,,,,
56364-66850,668507302070680,hound,2,17,0,,,,,,
56364-66850,668507302070680,hound,2,18,0,,,,,,
56364-66850,668507302070680,hound,2,22,0,,,,,,
56364-66850,668507302070680,hound,2,23,0,,,,,,
56364-66850,668507302070680,hound,2,24,0,,,,,,
32111-69609,696092780970702,terrier,2,3,0,,,,,,
32111-69609,696092780970702,terrier,2,4,0,,,,,,
32111-69609,696092780970702,terrier,2,5,0,,,,,,
32111-69609,696092780970702,terrier,2,6,0,,,,,,
32111-69609,696092780970702,terrier,2,7,0,,,,,,
32111-69609,696092780970702,terrier,2,8,0,,,,,,
32111-69609,696092780970702,terrier,2,9,0,,,,,,
32111-69609,696092780970702,terrier,2,10,0,,,,,,
32111-69609,696092780970702,terrier,2,11,0,,,,,,
32111-69609,696092780970702,terrier,2,12,0,,,,,,
32111-69609,696092780970702,terrier,2,13,0,,,,,,
32111-69609,696092780970702,terrier,2,14,0,,,,,,
32111-69609,696092780970702,terrier,2,15,0,,,,,,
32111-69609,696092780970702,terrier,2,16,0,,,,,,
32111-69609,696092780970702,terrier,2,17,0,,,,,,
32111-69609,696092780970702,terrier,2,18,0,,,,,,
32111-69609,696092780970702,terrier,2,19,0,,,,,,
32111-69609,696092780970702,terrier,2,20,0,,,,,,
32111-69609,696092780970702,terrier,2,21,0,,,,,,
32111-69609,696092780970702,terrier,2,22,0,,,,,,
32111-69609,696092780970702,terrier,2,23,0,,,,,,
32111-69609,696092780970702,terrier,2,25,0,,,,,,
76562-84503,765625247183286,hound,2,2,0,,,,,,
76562-84503,765625247183286,hound,2,3,0,,,,,,
76562-84503,765625247183286,hound,2,4,0,,,,,,
76562-84503,765625247183286,hound,2,5,0,,,,,,
76562-84503,765625247183286,hound,2,6,0,,,,,,
76562-84503,765625247183286,hound,2,7,0,,,,,,
76562-84503,765625247183286,hound,2,8,0,,,,,,
76562-84503,765625247183286,hound,2,9,0,,,,,,
76562-84503,765625247183286,hound,2,10,0,,,,,,
76562-84503,765625247183286,hound,2,11,0,,,,,,
76562-84503,765625247183286,hound,2,12,0,,,,,,
76562-84503,765625247183286,hound,2,13,0,,,,,,
76562-84503,765625247183286,hound,2,14,0,,,,,,
76562-84503,765625247183286,hound,2,15,0,,,,,,
76562-84503,765625247183286,hound,2,16,0,,,,,,
76562-84503,765625247183286,hound,2,17,0,,,,,,
76562-84503,765625247183286,hound,2,18,0,,,,,,
76562-84503,765625247183286,hound,2,19,0,,,,,,
76562-84503,765625247183286,hound,2,20,0,,,,,,
76562-84503,765625247183286,hound,2,21,0,,,,,,
76562-84503,765625247183286,hound,2,22,0,,,,,,
76562-84503,765625247183286,hound,2,23,0,,,,,,
76562-84503,765625247183286,hound,2,24,0,,,,,,
76562-84503,765625247183286,hound,2,25,0,,,,,,
78126-35572,781261847597636,terrier,2,2,0,,,,,,
78126-35572,781261847597636,terrier,2,5,0,,,,,,
78126-35572,781261847597636,terrier,2,6,0,,,,,,
78126-35572,781261847597636,terrier,2,7,0,,,,,,
78126-35572,781261847597636,terrier,2,8,0,,,,,,
78126-35572,781261847597636,terrier,2,9,0,,,,,,
78126-35572,781261847597636,terrier,2,10,0,,,,,,
78126-35572,781261847597636,terrier,2,11,0,,,,,,
78126-35572,781261847597636,terrier,2,12,0,,,,,,
78126-35572,781261847597636,terrier,2,13,0,,,,,,
78126-35572,781261847597636,terrier,2,14,0,,,,,,
78126-35572,781261847597636,terrier,2,15,0,,,,,,
78126-35572,781261847597636,terrier,2,16,0,,,,,,
78126-35572,781261847597636,terrier,2,17,0,,,,,,
78126-35572,781261847597636,terrier,2,18,0,,,,,,
78126-35572,781261847597636,terrier,2,19,0,,,,,,
78126-35572,781261847597636,terrier,2,20,0,,,,,,
78126-35572,781261847597636,terrier,2,21,0,,,,,,
78126-35572,781261847597636,terrier,2,22,0,,,,,,
78126-35572,781261847597636,terrier,2,23,0,,,,,,
78126-35572,781261847597636,terrier,2,24,0,,,,,,
78126-35572,781261847597636,terrier,2,25,0,,,,,,
13761-83580,835804561913525,hound,2,3,0,,,,,,
13761-83580,835804561913525,hound,2,6,0,,,,,,
13761-83580,835804561913525,hound,2,9,0,,,,,,
13761-83580,835804561913525,hound,2,11,0,,,,,,
13761-83580,835804561913525,hound,2,12,0,,,,,,
13761-83580,835804561913525,hound,2,14,0,,,,,,
13761-83580,835804561913525,hound,2,15,0,,,,,,
13761-83580,835804561913525,hound,2,18,0,,,,,,
13761-83580,835804561913525,hound,2,19,0,,,,,,
13761-83580,835804561913525,hound,2,20,0,,,,,,
13761-83580,835804561913525,hound,2,21,0,,,,,,
13761-83580,835804561913525,hound,2,22,0,,,,,,
13761-83580,835804561913525,hound,2,23,0,,,,,,
13761-83580,835804561913525,hound,2,24,0,,,,,,
13761-83580,835804561913525,hound,2,25,0,,,,,,
84379-84946,843798347728775,terrier,2,8,0,,,,,,
84379-84946,843798347728775,terrier,2,10,0,,,,,,
84379-84946,843798347728775,terrier,2,12,0,,,,,,
84379-84946,843798347728775,terrier,2,13,0,,,,,,
84379-84946,843798347728775,terrier,2,14,0,,,,,,
84379-84946,843798347728775,terrier,2,16,0,,,,,,
84379-84946,843798347728775,terrier,2,17,0,,,,,,
84379-84946,843798347728775,terrier,2,18,0,,,,,,
84379-84946,843798347728775,terrier,2,19,0,,,,,,
84379-84946,843798347728775,terrier,2,20,0,,,,,,
84379-84946,843798347728775,terrier,2,21,0,,,,,,
84379-84946,843798347728775,terrier,2,22,0,,,,,,
84379-84946,843798347728775,terrier,2,23,0,,,,,,
84379-84946,843798347728775,terrier,2,24,0,,,,,,
84379-84946,843798347728775,terrier,2,25,0,,,,,,
76562-84503,845030447613389,terrier,2,3,0,,,,,,
76562-84503,845030447613389,terrier,2,4,0,,,,,,
76562-84503,845030447613389,terrier,2,5,0,,,,,,
76562-84503,845030447613389,terrier,2,6,0,,,,,,
76562-84503,845030447613389,terrier,2,7,0,,,,,,
76562-84503,845030447613389,terrier,2,8,0,,,,,,
76562-84503,845030447613389,terrier,2,9,0,,,,,,
76562-84503,845030447613389,terrier,2,10,0,,,,,,
76562-84503,845030447613389,terrier,2,11,0,,,,,,
76562-84503,845030447613389,terrier,2,12,0,,,,,,
76562-84503,845030447613389,terrier,2,13,0,,,,,,
76562-84503,845030447613389,terrier,2,14,0,,,,,,
76562-84503,845030447613389,terrier,2,15,0,,,,,,
76562-84503,845030447613389,terrier,2,16,0,,,,,,
76562-84503,845030447613389,terrier,2,17,0,,,,,,
76562-84503,845030447613389,terrier,2,18,0,,,,,,
76562-84503,845030447613389,terrier,2,19,0,,,,,,
76562-84503,845030447613389,terrier,2,20,0,,,,,,
76562-84503,845030447613389,terrier,2,21,0,,,,,,
76562-84503,845030447613389,terrier,2,22,0,,,,,,
76562-84503,845030447613389,terrier,2,23,0,,,,,,
76562-84503,845030447613389,terrier,2,24,0,,,,,,
76562-84503,845030447613389,terrier,2,25,0,,,,,,
84379-84946,849465825727611,hound,2,1,0,,,,,,
84379-84946,849465825727611,hound,2,6,0,,,,,,
84379-84946,849465825727611,hound,2,7,0,,,,,,
84379-84946,849465825727611,hound,2,8,0,,,,,,
84379-84946,849465825727611,hound,2,9,0,,,,,,
84379-84946,849465825727611,hound,2,10,0,,,,,,
84379-84946,849465825727611,hound,2,11,0,,,,,,
84379-84946,849465825727611,hound,2,12,0,,,,,,
84379-84946,849465825727611,hound,2,13,0,,,,,,
84379-84946,849465825727611,hound,2,14,0,,,,,,
84379-84946,849465825727611,hound,2,15,0,,,,,,
84379-84946,849465825727611,hound,2,16,0,,,,,,
84379-84946,849465825727611,hound,2,17,0,,,,,,
84379-84946,849465825727611,hound,2,18,0,,,,,,
84379-84946,849465825727611,hound,2,20,0,,,,,,
84379-84946,849465825727611,hound,2,21,0,,,,,,
84379-84946,849465825727611,hound,2,22,0,,,,,,
84379-84946,849465825727611,hound,2,23,0,,,,,,
84379-84946,849465825727611,hound,2,24,0,,,,,,
84379-84946,849465825727611,hound,2,25,0,,,,,,
86423-32256,864237546831637,terrier,2,1,0,,,,,,
86423-32256,864237546831637,terrier,2,6,0,,,,,,
86423-32256,864237546831637,terrier,2,8,0,,,,,,
86423-32256,864237546831637,terrier,2,9,0,,,,,,
86423-32256,864237546831637,terrier,2,11,0,,,,,,
86423-32256,864237546831637,terrier,2,13,0,,,,,,
86423-32256,864237546831637,terrier,2,14,0,,,,,,
86423-32256,864237546831637,terrier,2,15,0,,,,,,
86423-32256,864237546831637,terrier,2,16,0,,,,,,
86423-32256,864237546831637,terrier,2,17,0,,,,,,
86423-32256,864237546831637,terrier,2,18,0,,,,,,
86423-32256,864237546831637,terrier,2,19,0,,,,,,
86423-32256,864237546831637,terrier,2,20,0,,,,,,
86423-32256,864237546831637,terrier,2,21,0,,,,,,
86423-32256,864237546831637,terrier,2,22,0,,,,,,
86423-32256,864237546831637,terrier,2,23,0,,,,,,
86423-32256,864237546831637,terrier,2,24,0,,,,,,
86423-32256,864237546831637,terrier,2,25,0,,,,,,
91665-36242,916659229295256,hound,2,2,0,,,,,,
91665-36242,916659229295256,hound,2,4,0,,,,,,
91665-36242,916659229295256,hound,2,5,0,,,,,,
91665-36242,916659229295256,hound,2,7,0,,,,,,
91665-36242,916659229295256,hound,2,8,0,,,,,,
91665-36242,916659229295256,hound,2,11,0,,,,,,
91665-36242,916659229295256,hound,2,12,0,,,,,,
91665-36242,916659229295256,hound,2,13,0,,,,,,
91665-36242,916659229295256,hound,2,14,0,,,,,,
91665-36242,916659229295256,hound,2,16,0,,,,,,
91665-36242,916659229295256,hound,2,17,0,,,,,,
91665-36242,916659229295256,hound,2,18,0,,,,,,
91665-36242,916659229295256,hound,2,19,0,,,,,,
91665-36242,916659229295256,hound,2,20,0,,,,,,
91665-36242,916659229295256,hound,2,21,0,,,,,,
91665-36242,916659229295256,hound,2,22,0,,,,,,
91665-36242,916659229295256,hound,2,23,0,,,,,,
91665-36242,916659229295256,hound,2,24,0,,,,,,
91665-36242,916659229295256,hound,2,25,0,,,,,,
18067-91921,919215741319732,terrier,2,4,0,,,,,,
18067-91921,919215741319732,terrier,2,12,0,,,,,,
18067-91921,919215741319732,terrier,2,13,0,,,,,,
18067-91921,919215741319732,terrier,2,15,0,,,,,,
18067-91921,919215741319732,terrier,2,16,0,,,,,,
18067-91921,919215741319732,terrier,2,20,0,,,,,,
18067-91921,919215741319732,terrier,2,21,0,,,,,,
18067-91921,919215741319732,terrier,2,22,0,,,,,,
18067-91921,919215741319732,terrier,2,23,0,,,,,,
18067-91921,919215741319732,terrier,2,24,0,,,,,,
18067-91921,919215741319732,terrier,2,25,0,,,,,,
56385-93983,939838105107843,terrier,2,1,0,,,,,,
56385-93983,939838105107843,terrier,2,3,0,,,,,,
56385-93983,939838105107843,terrier,2,8,0,,,,,,
56385-93983,939838105107843,terrier,2,10,0,,,,,,
56385-93983,939838105107843,terrier,2,11,0,,,,,,
56385-93983,939838105107843,terrier,2,14,0,,,,,,
56385-93983,939838105107843,terrier,2,15,0,,,,,,
56385-93983,939838105107843,terrier,2,18,0,,,,,,
56385-93983,939838105107843,terrier,2,20,0,,,,,,
56385-93983,939838105107843,terrier,2,21,0,,,,,,
56385-93983,939838105107843,terrier,2,22,0,,,,,,
56385-93983,939838105107843,terrier,2,23,0,,,,,,
56385-93983,939838105107843,terrier,2,24,0,,,,,,
15349-95103,951034904396380,terrier,2,7,0,,,,,,
15349-95103,951034904396380,terrier,2,12,0,,,,,,
15349-95103,951034904396380,terrier,2,17,0,,,,,,
