treatment,stage,dyad,player,expert_in,novice_in,round,object,position,kind,classif,accuracy,expert_dog,queried,answer_correct,answered,yes/no
paired,Training rounds,28141-21409,281417746344637,hound,terrier,3,B3.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,3,D11.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,3,D8.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,3,B7.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,3,D7.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,4,D10.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,4,B4.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,4,B2.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,4,D7.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,4,B6.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,4,C6.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,4,A10.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,4,A4.jpg,frame3,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,4,C3.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,4,C10.jpg,frame5,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,5,A5.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,5,A2.jpg,frame2,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,5,A4.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,5,C6.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,5,A1.jpg,frame5,A,C,0,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,5,B4.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,5,D5.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,5,B6.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,5,B2.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,5,B8.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,6,D6.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,6,D7.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,6,B6.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,6,B3.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,6,D8.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,6,A3.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,6,C8.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,6,C3.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,6,A6.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,6,C9.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,7,B11.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,7,D7.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,7,D11.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,7,D1.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,7,D5.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,8,A12.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,8,C6.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,8,A10.jpg,frame3,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,8,A6.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,8,C8.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,8,B6.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,8,B12.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,8,B5.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,8,B7.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,8,D10.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,9,D10.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,9,B11.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,9,B3.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,9,D5.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,9,B8.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,9,A4.jpg,frame1,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,9,A11.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,9,C8.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,9,C2.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,9,C9.jpg,frame5,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,10,A3.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,10,C10.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,10,A9.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,10,C11.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,10,A7.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,10,D10.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,10,B1.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,10,D4.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,10,D9.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,10,B5.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,11,A5.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,11,A7.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,11,C11.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,11,A6.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,11,A2.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,11,B2.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,11,B8.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,11,D9.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,11,D5.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,11,D3.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,12,C2.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,12,A1.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,12,A11.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,12,A3.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,12,A10.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,12,B9.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,12,D12.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,12,B7.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,12,D10.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,12,B6.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,13,A4.jpg,frame1,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,13,C7.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,13,C4.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,13,C8.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,13,C11.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,13,B5.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,13,D1.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,13,D4.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,13,D9.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,13,D10.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,14,B6.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,14,B5.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,14,D10.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,14,B8.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,14,D2.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,14,C6.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,14,C9.jpg,frame2,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,14,C3.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,14,C1.jpg,frame4,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,14,A7.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,15,A3.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,15,C1.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,15,C9.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,15,C11.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,15,A7.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,15,D12.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,15,D11.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,15,B4.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,15,D5.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,15,D10.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,16,C6.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,16,A3.jpg,frame2,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,16,C10.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,16,C5.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,16,A6.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,16,D12.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,16,D8.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,16,D7.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,16,D4.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,16,B12.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,17,C5.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,17,C8.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,17,A10.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,17,C10.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,17,C11.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,17,D3.jpg,frame1,D,B,0,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,17,B10.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,17,D8.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,17,B2.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,17,B1.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,18,D7.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,18,D9.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,18,B4.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,18,B10.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,18,D8.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,18,C9.jpg,frame1,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,18,A1.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,18,A3.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,18,C8.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,18,A8.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,19,B4.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,19,B3.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,19,D4.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,19,B8.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,19,D9.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,19,A10.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,19,C9.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,19,A4.jpg,frame3,A,C,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,19,A7.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,19,A8.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,20,D1.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,20,D9.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,20,B5.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,20,D8.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,20,B10.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,20,C8.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,20,A6.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,20,C7.jpg,frame3,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,20,A3.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,20,C11.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,21,A4.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,21,C7.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,21,A5.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,21,A2.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,21,C5.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,21,D1.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,21,D7.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,21,B8.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,21,D9.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,21,D8.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,22,D7.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,22,B7.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,22,D11.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,22,B8.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,22,B2.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,22,A11.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,22,A3.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,22,A2.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,22,C1.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,22,C7.jpg,frame5,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,23,C6.jpg,frame1,C,A,0,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,23,A11.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,23,C2.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,23,C4.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,23,A7.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,23,B6.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,23,D10.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,23,D7.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,23,D1.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,23,D4.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,24,C7.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,24,A1.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,24,A9.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,24,C10.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,24,C2.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,24,B6.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,24,D11.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,24,B4.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,24,B5.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,24,B7.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,25,A9.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,25,A6.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,25,A12.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,25,A11.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,28141-21409,21409433577947,terrier,hound,25,C10.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,25,D11.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,25,D6.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,25,B12.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,25,D10.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,28141-21409,281417746344637,hound,terrier,25,B6.jpg,frame5,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,2,D8.jpg,frame1,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,2,D3.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,2,A3.jpg,frame3,A,A,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,28141-21409,281417746344637,hound,terrier,2,A8.jpg,frame4,A,C,0,False,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,2,A4.jpg,frame5,A,A,1,False,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,3,A12.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,3,B4.jpg,frame2,B,A,0,False,2.0,1.0,1.0,0.5
paired,Game rounds,28141-21409,21409433577947,terrier,hound,3,A3.jpg,frame3,A,A,1,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,3,D5.jpg,frame4,D,C,0,False,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,3,D4.jpg,frame5,D,C,0,False,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,3,A12.jpg,frame1,A,A,1,False,2.0,1.0,1.0,0.5
paired,Game rounds,28141-21409,281417746344637,hound,terrier,3,B4.jpg,frame2,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,3,A3.jpg,frame3,A,A,1,False,1.0,,0.0,0.0
paired,Game rounds,28141-21409,281417746344637,hound,terrier,3,D5.jpg,frame4,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,3,D4.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,4,A4.jpg,frame1,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,28141-21409,281417746344637,hound,terrier,4,B12.jpg,frame2,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,4,C12.jpg,frame3,C,A,0,False,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,4,B9.jpg,frame4,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,4,B10.jpg,frame5,B,B,1,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,4,A4.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,4,B12.jpg,frame2,B,D,0,False,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,4,C12.jpg,frame3,C,A,0,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,4,B9.jpg,frame4,B,B,1,False,2.0,1.0,1.0,0.5
paired,Game rounds,28141-21409,21409433577947,terrier,hound,4,B10.jpg,frame5,B,C,0,False,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,5,A8.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,5,D8.jpg,frame2,D,D,1,False,3.0,1.0,1.0,0.0
paired,Game rounds,28141-21409,21409433577947,terrier,hound,5,D3.jpg,frame3,D,B,0,False,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,5,C4.jpg,frame4,C,D,0,True,,,,
paired,Game rounds,28141-21409,21409433577947,terrier,hound,5,D4.jpg,frame5,D,B,0,False,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,5,A8.jpg,frame1,A,A,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,28141-21409,281417746344637,hound,terrier,5,D8.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,5,D3.jpg,frame3,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,5,C4.jpg,frame4,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,28141-21409,281417746344637,hound,terrier,5,D4.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,6,B9.jpg,frame1,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,6,C4.jpg,frame2,C,A,0,False,1.0,0.0,1.0,0.0
paired,Game rounds,28141-21409,281417746344637,hound,terrier,6,B11.jpg,frame3,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,6,B3.jpg,frame4,B,B,1,True,,,,
paired,Game rounds,28141-21409,281417746344637,hound,terrier,6,B6.jpg,frame5,B,B,1,True,,,,
